Id,SalePrice
1461,121962.0
1462,161208.0
1463,184304.0
1464,195105.0
1465,193648.0
1466,173507.0
1467,177717.0
1468,166168.0
1469,186585.0
1470,123444.0
1471,203377.0
1472,94407.0
1473,95344.0
1474,157893.0
1475,116887.0
1476,391284.0
1477,255115.0
1478,276208.0
1479,283291.0
1480,509094.0
1481,333141.0
1482,208026.0
1483,171537.0
1484,170412.0
1485,183842.0
1486,200340.0
1487,327114.0
1488,232136.0
1489,188724.0
1490,218616.0
1491,191133.0
1492,92254.0
1493,179874.0
1494,296789.0
1495,294067.0
1496,236878.0
1497,180382.0
1498,160966.0
1499,159416.0
1500,151751.0
1501,168575.0
1502,145602.0
1503,302535.0
1504,243980.0
1505,216036.0
1506,190284.0
1507,250589.0
1508,195990.0
1509,163566.0
1510,136069.0
1511,143312.0
1512,174792.0
1513,139084.0
1514,149946.0
1515,194722.0
1516,151487.0
1517,163675.0
1518,132363.0
1519,217274.0
1520,131187.0
1521,133929.0
1522,167010.0
1523,119514.0
1524,123756.0
1525,123718.0
1526,109072.0
1527,98589.0
1528,135922.0
1529,150250.0
1530,174293.0
1531,101692.0
1532,99687.0
1533,151468.0
1534,128764.0
1535,159319.0
1536,110202.0
1537,59165.0
1538,158753.0
1539,195978.0
1540,93578.0
1541,147336.0
1542,141546.0
1543,203466.0
1544,72415.0
1545,106430.0
1546,131716.0
1547,130614.0
1548,135326.0
1549,109629.0
1550,127524.0
1551,112907.0
1552,135149.0
1553,150563.0
1554,110470.0
1555,161190.0
1556,79936.0
1557,103801.0
1558,93703.0
1559,68531.0
1560,133827.0
1561,129466.0
1562,134601.0
1563,122937.0
1564,170981.0
1565,141535.0
1566,223282.0
1567,74153.0
1568,225637.0
1569,143424.0
1570,141059.0
1571,118055.0
1572,148068.0
1573,258539.0
1574,110353.0
1575,222030.0
1576,228024.0
1577,180829.0
1578,150653.0
1579,141318.0
1580,196342.0
1581,144893.0
1582,125635.0
1583,323692.0
1584,224445.0
1585,141931.0
1586,76886.0
1587,95464.0
1588,145131.0
1589,96445.0
1590,136818.0
1591,96178.0
1592,112453.0
1593,125454.0
1594,127405.0
1595,114263.0
1596,244567.0
1597,178705.0
1598,203100.0
1599,176955.0
1600,175126.0
1601,71562.0
1602,117530.0
1603,76588.0
1604,280092.0
1605,246693.0
1606,169687.0
1607,163175.0
1608,205843.0
1609,183540.0
1610,152163.0
1611,133112.0
1612,165007.0
1613,161137.0
1614,122404.0
1615,88468.0
1616,72625.0
1617,94187.0
1618,127436.0
1619,132025.0
1620,165208.0
1621,141118.0
1622,143791.0
1623,277357.0
1624,203725.0
1625,119013.0
1626,156490.0
1627,186063.0
1628,275736.0
1629,174469.0
1630,371157.0
1631,222076.0
1632,239629.0
1633,171212.0
1634,186990.0
1635,179356.0
1636,151814.0
1637,187194.0
1638,184774.0
1639,175783.0
1640,273179.0
1641,174680.0
1642,223346.0
1643,221178.0
1644,232772.0
1645,200091.0
1646,157065.0
1647,159077.0
1648,130030.0
1649,132495.0
1650,111332.0
1651,123954.0
1652,95476.0
1653,97670.0
1654,153461.0
1655,152152.0
1656,147178.0
1657,151917.0
1658,145008.0
1659,125723.0
1660,146263.0
1661,483877.0
1662,403017.0
1663,405795.0
1664,500825.0
1665,305268.0
1666,337864.0
1667,396010.0
1668,333917.0
1669,296199.0
1670,369298.0
1671,262473.0
1672,469178.0
1673,282201.0
1674,237826.0
1675,187248.0
1676,186900.0
1677,221585.0
1678,469682.0
1679,399148.0
1680,353445.0
1681,242926.0
1682,298687.0
1683,173500.0
1684,176193.0
1685,170244.0
1686,168778.0
1687,169622.0
1688,193324.0
1689,190258.0
1690,194504.0
1691,181354.0
1692,265341.0
1693,169526.0
1694,185948.0
1695,163205.0
1696,272687.0
1697,170280.0
1698,357777.0
1699,326064.0
1700,243658.0
1701,259800.0
1702,247381.0
1703,248555.0
1704,285209.0
1705,229544.0
1706,454255.0
1707,217049.0
1708,197248.0
1709,280292.0
1710,214817.0
1711,262580.0
1712,272680.0
1713,266436.0
1714,225712.0
1715,194202.0
1716,178892.0
1717,175011.0
1718,131585.0
1719,203162.0
1720,254637.0
1721,173195.0
1722,122765.0
1723,155010.0
1724,209733.0
1725,240173.0
1726,183041.0
1727,155153.0
1728,186159.0
1729,169427.0
1730,155615.0
1731,120347.0
1732,132887.0
1733,120165.0
1734,115889.0
1735,131751.0
1736,113714.0
1737,306079.0
1738,222252.0
1739,271001.0
1740,214550.0
1741,183579.0
1742,166788.0
1743,174314.0
1744,300789.0
1745,212419.0
1746,175943.0
1747,210633.0
1748,232420.0
1749,146219.0
1750,122982.0
1751,246690.0
1752,119914.0
1753,146702.0
1754,185799.0
1755,163207.0
1756,127048.0
1757,125855.0
1758,148783.0
1759,160441.0
1760,163950.0
1761,137393.0
1762,172291.0
1763,171081.0
1764,111817.0
1765,161441.0
1766,177400.0
1767,214061.0
1768,145284.0
1769,175884.0
1770,142708.0
1771,119066.0
1772,134649.0
1773,128505.0
1774,134381.0
1775,138047.0
1776,125290.0
1777,110848.0
1778,137111.0
1779,111323.0
1780,179937.0
1781,131433.0
1782,77972.0
1783,143872.0
1784,102724.0
1785,120115.0
1786,124776.0
1787,161405.0
1788,52401.0
1789,95738.0
1790,78029.0
1791,181157.0
1792,159423.0
1793,129867.0
1794,146310.0
1795,135731.0
1796,115900.0
1797,112016.0
1798,122564.0
1799,108287.0
1800,126933.0
1801,138693.0
1802,121351.0
1803,149896.0
1804,144004.0
1805,139877.0
1806,124654.0
1807,122561.0
1808,119479.0
1809,120222.0
1810,146336.0
1811,93432.0
1812,96120.0
1813,126497.0
1814,96128.0
1815,56897.0
1816,90965.0
1817,104226.0
1818,145471.0
1819,124155.0
1820,55573.0
1821,103596.0
1822,156347.0
1823,40188.0
1824,127318.0
1825,124123.0
1826,100657.0
1827,98591.0
1828,130777.0
1829,114609.0
1830,143662.0
1831,151705.0
1832,80715.0
1833,141094.0
1834,122725.0
1835,124262.0
1836,126767.0
1837,88941.0
1838,126691.0
1839,90242.0
1840,144025.0
1841,133742.0
1842,78521.0
1843,120240.0
1844,130031.0
1845,133391.0
1846,148481.0
1847,157075.0
1848,58998.0
1849,108360.0
1850,115147.0
1851,157384.0
1852,122584.0
1853,129018.0
1854,177989.0
1855,146813.0
1856,221631.0
1857,151827.0
1858,137426.0
1859,113520.0
1860,150782.0
1861,115610.0
1862,305037.0
1863,302542.0
1864,302710.0
1865,329574.0
1866,339980.0
1867,238566.0
1868,332409.0
1869,211426.0
1870,245710.0
1871,244750.0
1872,170167.0
1873,239003.0
1874,145024.0
1875,203634.0
1876,197035.0
1877,210935.0
1878,184747.0
1879,124353.0
1880,136106.0
1881,248548.0
1882,258925.0
1883,189819.0
1884,203618.0
1885,246889.0
1886,313859.0
1887,203192.0
1888,278047.0
1889,157896.0
1890,120765.0
1891,135809.0
1892,104278.0
1893,123605.0
1894,128629.0
1895,131564.0
1896,129436.0
1897,114557.0
1898,106350.0
1899,144869.0
1900,150076.0
1901,170947.0
1902,150280.0
1903,216974.0
1904,134497.0
1905,192647.0
1906,162254.0
1907,205468.0
1908,107693.0
1909,140352.0
1910,123220.0
1911,207755.0
1912,306302.0
1913,148432.0
1914,53988.0
1915,316483.0
1916,71235.0
1917,265660.0
1918,144002.0
1919,171274.0
1920,142173.0
1921,462314.0
1922,330864.0
1923,221856.0
1924,231333.0
1925,190924.0
1926,413827.0
1927,130594.0
1928,149319.0
1929,118602.0
1930,127895.0
1931,144842.0
1932,144520.0
1933,170778.0
1934,183643.0
1935,174499.0
1936,185806.0
1937,181627.0
1938,171557.0
1939,238677.0
1940,188969.0
1941,169368.0
