Id,SalePrice
1461,119727.0
1462,153059.0
1463,182039.0
1464,197437.0
1465,198503.0
1466,170257.0
1467,177463.0
1468,159530.0
1469,190331.0
1470,116565.0
1471,196867.0
1472,96946.0
1473,93550.0
1474,143004.0
1475,106568.0
1476,365089.0
1477,249620.0
1478,287373.0
1479,287067.0
1480,485708.0
1481,315906.0
1482,211140.0
1483,180071.0
1484,158657.0
1485,192728.0
1486,195504.0
1487,329587.0
1488,231553.0
1489,189283.0
1490,234395.0
1491,195829.0
1492,91732.0
1493,180332.0
1494,297131.0
1495,289264.0
1496,229427.0
1497,174537.0
1498,168407.0
1499,159200.0
1500,152734.0
1501,171243.0
1502,143625.0
1503,290217.0
1504,239152.0
1505,224324.0
1506,192238.0
1507,245386.0
1508,199159.0
1509,158319.0
1510,139758.0
1511,154389.0
1512,177603.0
1513,144174.0
1514,157862.0
1515,198848.0
1516,154918.0
1517,165466.0
1518,132956.0
1519,209356.0
1520,123402.0
1521,130699.0
1522,180062.0
1523,106964.0
1524,126472.0
1525,119313.0
1526,109976.0
1527,102967.0
1528,140396.0
1529,145594.0
1530,179506.0
1531,106135.0
1532,96241.0
1533,149550.0
1534,131201.0
1535,150980.0
1536,107967.0
1537,61725.0
1538,148605.0
1539,182852.0
1540,96353.0
1541,144927.0
1542,144032.0
1543,189318.0
1544,89258.0
1545,115851.0
1546,136952.0
1547,136258.0
1548,141630.0
1549,122148.0
1550,130837.0
1551,109031.0
1552,128503.0
1553,144517.0
1554,112193.0
1555,165137.0
1556,89203.0
1557,107898.0
1558,103368.0
1559,59887.0
1560,133886.0
1561,128736.0
1562,127587.0
1563,115543.0
1564,157584.0
1565,148717.0
1566,240021.0
1567,76913.0
1568,234869.0
1569,129293.0
1570,137756.0
1571,123432.0
1572,142630.0
1573,235485.0
1574,119547.0
1575,223210.0
1576,256780.0
1577,181587.0
1578,144485.0
1579,145153.0
1580,197059.0
1581,157365.0
1582,120768.0
1583,300481.0
1584,217640.0
1585,134871.0
1586,67613.0
1587,104248.0
1588,150206.0
1589,101022.0
1590,134850.0
1591,89656.0
1592,118183.0
1593,121687.0
1594,120315.0
1595,101565.0
1596,226727.0
1597,192907.0
1598,229360.0
1599,164103.0
1600,161878.0
1601,68028.0
1602,118378.0
1603,69948.0
1604,250804.0
1605,244331.0
1606,169130.0
1607,185134.0
1608,220206.0
1609,181358.0
1610,149411.0
1611,140405.0
1612,170379.0
1613,167254.0
1614,122878.0
1615,94051.0
1616,78615.0
1617,95002.0
1618,124268.0
1619,136196.0
1620,149523.0
1621,143059.0
1622,138476.0
1623,250075.0
1624,216582.0
1625,118993.0
1626,173168.0
1627,194880.0
1628,271581.0
1629,176849.0
1630,352800.0
1631,228218.0
1632,250402.0
1633,172147.0
1634,184736.0
1635,176375.0
1636,150748.0
1637,205064.0
1638,177824.0
1639,188049.0
1640,252770.0
1641,176996.0
1642,238026.0
1643,213255.0
1644,232142.0
1645,200967.0
1646,156794.0
1647,159280.0
1648,126607.0
1649,142253.0
1650,110296.0
1651,123504.0
1652,98391.0
1653,100330.0
1654,143758.0
1655,131604.0
1656,137269.0
1657,145263.0
1658,142671.0
1659,113140.0
1660,149149.0
1661,441354.0
1662,380778.0
1663,375467.0
1664,498116.0
1665,307754.0
1666,316454.0
1667,378252.0
1668,352320.0
1669,296466.0
1670,344154.0
1671,264768.0
1672,423326.0
1673,286813.0
1674,242030.0
1675,197942.0
1676,193219.0
1677,220899.0
1678,449291.0
1679,366141.0
1680,333177.0
1681,243478.0
1682,298064.0
1683,183163.0
1684,176754.0
1685,173275.0
1686,167293.0
1687,170800.0
1688,192687.0
1689,193058.0
1690,198797.0
1691,187692.0
1692,260126.0
1693,166991.0
1694,181064.0
1695,161266.0
1696,269629.0
1697,165994.0
1698,348417.0
1699,315303.0
1700,253270.0
1701,274736.0
1702,240982.0
1703,236212.0
1704,272002.0
1705,233519.0
1706,415480.0
1707,206539.0
1708,200981.0
1709,269307.0
1710,222942.0
1711,273778.0
1712,257674.0
1713,276169.0
1714,222347.0
1715,205883.0
1716,184521.0
1717,176261.0
1718,137722.0
1719,202295.0
1720,229633.0
1721,162967.0
1722,126535.0
1723,155072.0
1724,204833.0
1725,233946.0
1726,184018.0
1727,156357.0
1728,172317.0
1729,170020.0
1730,157875.0
1731,118524.0
1732,123182.0
1733,113546.0
1734,120918.0
1735,125719.0
1736,105326.0
1737,283815.0
1738,256627.0
1739,250813.0
1740,215131.0
1741,189139.0
1742,169464.0
1743,180594.0
1744,311080.0
1745,230845.0
1746,170486.0
1747,208180.0
1748,209543.0
1749,139272.0
1750,123326.0
1751,255630.0
1752,113358.0
1753,151640.0
1754,191184.0
1755,165373.0
1756,123680.0
1757,119348.0
1758,141665.0
1759,161476.0
1760,165798.0
1761,153045.0
1762,174096.0
1763,183636.0
1764,110701.0
1765,172359.0
1766,191389.0
1767,239405.0
1768,139774.0
1769,176295.0
1770,155395.0
1771,122810.0
1772,133642.0
1773,121844.0
1774,146783.0
1775,141413.0
1776,123701.0
1777,110077.0
1778,140353.0
1779,119576.0
1780,181739.0
1781,128854.0
1782,83278.0
1783,143000.0
1784,109060.0
1785,122782.0
1786,136712.0
1787,160924.0
1788,60263.0
1789,96004.0
1790,73367.0
1791,184683.0
1792,168418.0
1793,128497.0
1794,157962.0
1795,135734.0
1796,121827.0
1797,116341.0
1798,120216.0
1799,109007.0
1800,128500.0
1801,124636.0
1802,140471.0
1803,144491.0
1804,140611.0
1805,135333.0
1806,129685.0
1807,135989.0
1808,122878.0
1809,120981.0
1810,131258.0
1811,97633.0
1812,99380.0
1813,121494.0
1814,94921.0
1815,56708.0
1816,102228.0
1817,106481.0
1818,144063.0
1819,118706.0
1820,48994.0
1821,119588.0
1822,148839.0
1823,43204.0
1824,129660.0
1825,130654.0
1826,102894.0
1827,100785.0
1828,134354.0
1829,131074.0
1830,142766.0
1831,144430.0
1832,76517.0
1833,139636.0
1834,116892.0
1835,117630.0
1836,125639.0
1837,87794.0
1838,127580.0
1839,103696.0
1840,139340.0
1841,133915.0
1842,89631.0
1843,128911.0
1844,136095.0
1845,139106.0
1846,155460.0
1847,158376.0
1848,55802.0
1849,115533.0
1850,116393.0
1851,157368.0
1852,126523.0
1853,120660.0
1854,168389.0
1855,152843.0
1856,228884.0
1857,142951.0
1858,132276.0
1859,114873.0
1860,151316.0
1861,114249.0
1862,302237.0
1863,281937.0
1864,282049.0
1865,350085.0
1866,325043.0
1867,225840.0
1868,290601.0
1869,203520.0
1870,223083.0
1871,249217.0
1872,175644.0
1873,248382.0
1874,153995.0
1875,199018.0
1876,200157.0
1877,212695.0
1878,207561.0
1879,127032.0
1880,128523.0
1881,252575.0
1882,244426.0
1883,184994.0
1884,204657.0
1885,233553.0
1886,276830.0
1887,217757.0
1888,268336.0
1889,173415.0
1890,118488.0
1891,132090.0
1892,93175.0
1893,129393.0
1894,125655.0
1895,133279.0
1896,126533.0
1897,117152.0
1898,111652.0
1899,157432.0
1900,150687.0
1901,174704.0
1902,153794.0
1903,213219.0
1904,140347.0
1905,204640.0
1906,167324.0
1907,213970.0
1908,107665.0
1909,132113.0
1910,118682.0
1911,216143.0
1912,363387.0
1913,141895.0
1914,55346.0
1915,290999.0
1916,68387.0
1917,247306.0
1918,139747.0
1919,189604.0
1920,166448.0
1921,379560.0
1922,306470.0
1923,237569.0
1924,222631.0
1925,196267.0
1926,368086.0
1927,134991.0
1928,156490.0
1929,129008.0
1930,128157.0
1931,144747.0
1932,142819.0
1933,173483.0
1934,180590.0
1935,172559.0
1936,188229.0
1937,188841.0
1938,174733.0
1939,242338.0
1940,191493.0
1941,171274.0
1942,190331.0
1943,209390.0
1944,345216.0
1945,384343.0
1946,142119.0
1947,311414.0
1948,174693.0
1949,249233.0
1950,189178.0
1951,253855.0
1952,208272.0
1953,163985.0
1954,178447.0
1955,135496.0
1956,318943.0
1957,152207.0
1958,291325.0
1959,143660.0
1960,115178.0
1961,116597.0
1962,99193.0
1963,110527.0
1964,103426.0
1965,140129.0
1966,136661.0
1967,291592.0
1968,396723.0
1969,362991.0
1970,384346.0
1971,458000.0
1972,373035.0
1973,275439.0
1974,327019.0
1975,559568.0
1976,268020.0
1977,334896.0
1978,333857.0
1979,340274.0
1980,209348.0
1981,346220.0
1982,218895.0
1983,204636.0
1984,168196.0
1985,217149.0
1986,209787.0
1987,174276.0
1988,174128.0
1989,194399.0
1990,207568.0
1991,233988.0
1992,213470.0
1993,168261.0
1994,230114.0
1995,183318.0
1996,248188.0
1997,313601.0
1998,313413.0
1999,281661.0
2000,315475.0
2001,276526.0
2002,233662.0
2003,258791.0
2004,281945.0
2005,220501.0
2006,223429.0
2007,252361.0
2008,216835.0
2009,194978.0
2010,197841.0
2011,143830.0
2012,170559.0
2013,175677.0
2014,185716.0
2015,201797.0
2016,193128.0
2017,196514.0
2018,109015.0
2019,136400.0
2020,103578.0
2021,94955.0
2022,187414.0
2023,147999.0
2024,269638.0
2025,353503.0
2026,175770.0
2027,160606.0
2028,151747.0
2029,166865.0
2030,265193.0
2031,228334.0
2032,247558.0
2033,248635.0
2034,170228.0
2035,218138.0
2036,203923.0
2037,214615.0
2038,340851.0
2039,229051.0
2040,280554.0
2041,309752.0
2042,204411.0
2043,176669.0
2044,183130.0
2045,213621.0
2046,151579.0
2047,149008.0
2048,138836.0
2049,148427.0
2050,173887.0
2051,101790.0
2052,118851.0
2053,151070.0
2054,94943.0
2055,155377.0
2056,145896.0
2057,110186.0
2058,218668.0
2059,129728.0
2060,179403.0
2061,174936.0
2062,126218.0
2063,117013.0
2064,135280.0
2065,117080.0
2066,157245.0
2067,109924.0
2068,153172.0
2069,88062.0
2070,116678.0
2071,92076.0
2072,139237.0
2073,128386.0
2074,183734.0
2075,144420.0
2076,117735.0
2077,151743.0
2078,120139.0
2079,136291.0
2080,117178.0
2081,126721.0
2082,120103.0
2083,144000.0
2084,104227.0
2085,111842.0
2086,111053.0
2087,120456.0
2088,94690.0
2089,78074.0
2090,123566.0
2091,106241.0
2092,126224.0
2093,117989.0
2094,106932.0
2095,155505.0
2096,82333.0
2097,101307.0
2098,148254.0
2099,51276.0
2100,71766.0
2101,115061.0
2102,129035.0
2103,99527.0
2104,139028.0
2105,128381.0
2106,62692.0
2107,179941.0
2108,121467.0
2109,108373.0
2110,129223.0
2111,139999.0
2112,135127.0
2113,124026.0
2114,123584.0
2115,165814.0
2116,114576.0
2117,149166.0
2118,127612.0
2119,115200.0
2120,116398.0
2121,89216.0
2122,118696.0
2123,86878.0
2124,151933.0
